date,q120,q55,q64,q66,q69
2015-12-04 15:00:00,-0.76,-8.03,-5.98,-0.9678378378378378,-9.38
2015-12-04 17:00:00,-0.75,-8.05,-5.97,-0.9694594594594594,-9.42
2015-12-04 19:00:00,-0.75,-8.0,-5.98,-0.971081081081081,-9.69
2015-12-04 21:00:00,-0.74,-8.03,-5.99,-0.9727027027027028,-9.55
2015-12-04 23:00:00,-0.72,-8.06,-5.98,-0.9743243243243244,-9.72
2015-12-05 01:00:00,-0.71,-8.07,-5.97,-0.975945945945946,-9.63
2015-12-05 03:00:00,-0.69,-8.04,-5.98,-0.9775675675675676,-9.71
2015-12-05 05:00:00,-0.68,-8.0,-5.98,-0.9791891891891892,-9.62
2015-12-05 07:00:00,-0.66,-7.98,-6.0,-0.9808108108108108,-9.55
2015-12-05 09:00:00,-0.62,-7.97,-5.99,-0.9824324324324325,-9.51
2015-12-05 11:00:00,-0.58,-8.04,-5.99,-0.9840540540540541,-9.51
2015-12-05 13:00:00,-0.57,-8.01,-5.95,-0.9856756756756757,-9.49
2015-12-05 15:00:00,-0.57,-8.01,-5.94,-0.9872972972972973,-9.55
2015-12-05 17:00:00,-0.57,-8.0,-5.93,-0.9889189189189189,-9.51
2015-12-05 19:00:00,-0.58,-7.97,-5.95,-0.9905405405405405,-9.46
2015-12-05 21:00:00,-0.58,-7.99,-5.97,-0.9921621621621621,-9.44
2015-12-05 23:00:00,-0.58,-7.99,-5.98,-0.9937837837837837,-9.51
2015-12-06 01:00:00,-0.58,-8.01,-5.97,-0.9954054054054055,-9.64
2015-12-06 03:00:00,-0.58,-8.03,-5.98,-0.9970270270270271,-9.55
2015-12-06 05:00:00,-0.57,-8.0,-5.99,-0.9986486486486487,-9.5
2015-12-06 07:00:00,-0.57,-7.93,-6.01,-1.0002702702702704,-9.46
2015-12-06 08:00:00,-0.57,-7.925,-6.02,-1.001891891891892,-9.465
2015-12-06 09:00:00,-0.57,-7.92,-6.03,-1.0035135135135136,-9.47
2015-12-06 10:00:00,-0.575,-7.945,-6.03,-1.0051351351351352,-9.475000000000001
2015-12-06 11:00:00,-0.58,-7.97,-6.03,-1.0067567567567568,-9.48
2015-12-06 13:00:00,-0.58,-8.01,-5.99,-1.0083783783783784,-9.47
2015-12-06 14:00:00,-0.585,-8.004999999999999,-5.970000000000001,-1.01,-9.47
2015-12-06 15:00:00,-0.59,-8.0,-5.95,-1.009864864864865,-9.47
2015-12-06 17:00:00,-0.59,-8.02,-5.94,-1.0097297297297296,-9.44
2015-12-06 19:00:00,-0.6,-8.01,-5.96,-1.0095945945945946,-9.75
2015-12-06 21:00:00,-0.6,-8.01,-5.97,-1.0094594594594595,-9.78
2015-12-06 23:00:00,-0.61,-8.04,-5.98,-1.0093243243243244,-9.64
2015-12-07 01:00:00,-0.62,-8.06,-5.98,-1.009189189189189,-9.92
2015-12-07 03:00:00,-0.62,-8.08,-5.99,-1.009054054054054,-9.82
2015-12-07 05:00:00,-0.63,-8.01,-6.0,-1.008918918918919,-9.73
2015-12-07 07:00:00,-0.64,-7.98,-6.03,-1.0087837837837839,-9.65
2015-12-07 09:00:00,-0.64,-7.9,-6.04,-1.0086486486486486,-9.65
2015-12-07 11:00:00,-0.64,-7.94,-6.05,-1.0085135135135135,-9.57
2015-12-07 13:00:00,-0.64,-8.12,-6.01,-1.0083783783783784,-9.71
2015-12-07 15:00:00,-0.64,-8.11,-5.97,-1.0082432432432433,-9.83
2015-12-07 17:00:00,-0.64,-8.1,-5.97,-1.008108108108108,-9.68
2015-12-07 19:00:00,-0.65,-8.04,-5.98,-1.007972972972973,-9.6
2015-12-07 21:00:00,-0.66,-8.06,-5.99,-1.0078378378378379,-9.68
2015-12-07 23:00:00,-0.66,-8.18,-6.0,-1.0077027027027028,-9.6
2015-12-08 01:00:00,-0.67,-8.16,-5.99,-1.0075675675675675,-9.57
2015-12-08 03:00:00,-0.67,-8.14,-5.98,-1.0074324324324324,-9.59
2015-12-08 05:00:00,-0.68,-8.07,-5.99,-1.0072972972972973,-9.54
2015-12-08 07:00:00,-0.68,-7.99,-6.01,-1.0071621621621623,-9.53
2015-12-08 09:00:00,-0.68,-7.96,-6.02,-1.007027027027027,-9.5
2015-12-08 11:00:00,-0.69,-7.99,-6.03,-1.0068918918918919,-9.6
2015-12-08 13:00:00,-0.69,-8.0,-6.01,-1.0067567567567568,-9.55
2015-12-08 15:00:00,-0.69,-8.0,-5.98,-1.0066216216216217,-9.51
2015-12-08 17:00:00,-0.69,-8.05,-5.98,-1.0064864864864864,-9.51
2015-12-08 19:00:00,-0.69,-8.01,-5.99,-1.0063513513513513,-9.5
2015-12-08 21:00:00,-0.69,-8.01,-6.01,-1.0062162162162163,-9.52
2015-12-08 23:00:00,-0.7,-8.02,-6.02,-1.0060810810810812,-9.54
2015-12-09 01:00:00,-0.7,-8.06,-6.01,-1.0059459459459459,-9.53
2015-12-09 03:00:00,-0.7,-7.97,-6.01,-1.0058108108108108,-9.5
2015-12-09 05:00:00,-0.7,-7.97,-6.02,-1.0056756756756757,-9.51
2015-12-09 07:00:00,-0.7,-7.9,-6.04,-1.0055405405405407,-9.47
2015-12-09 09:00:00,-0.7,-7.86,-6.04,-1.0054054054054054,-9.48
2015-12-09 11:00:00,-0.71,-7.93,-6.05,-1.0052702702702703,-9.45
2015-12-09 13:00:00,-0.71,-8.03,-6.02,-1.0051351351351352,-9.47
2015-12-09 15:00:00,-0.71,-8.04,-5.98,-1.005,-9.45
2015-12-09 17:00:00,-0.71,-8.04,-5.97,-1.0048648648648648,-9.44
2015-12-09 19:00:00,-0.71,-8.08,-5.97,-1.0047297297297297,-9.44
2015-12-09 21:00:00,-0.71,-8.08,-5.99,-1.0045945945945947,-9.52
2015-12-09 23:00:00,-0.72,-8.08,-5.99,-1.0044594594594594,-9.47
2015-12-10 01:00:00,-0.72,-8.13,-5.98,-1.0043243243243243,-9.47
2015-12-10 03:00:00,-0.72,-8.08,-5.98,-1.0041891891891892,-9.49
2015-12-10 05:00:00,-0.72,-8.02,-5.99,-1.0040540540540541,-9.45
2015-12-10 07:00:00,-0.72,-7.98,-6.01,-1.0039189189189188,-9.46
2015-12-10 09:00:00,-0.72,-7.9,-6.03,-1.0037837837837837,-9.49
2015-12-10 11:00:00,-0.73,-7.95,-6.05,-1.0036486486486487,-9.54
2015-12-10 13:00:00,-0.73,-8.09,-6.03,-1.0035135135135136,-9.5
2015-12-10 15:00:00,-0.73,-8.24,-6.0,-1.0033783783783783,-9.48
2015-12-10 17:00:00,-0.73,-8.24,-5.98,-1.0032432432432432,-9.46
2015-12-10 19:00:00,-0.73,-8.19,-6.0,-1.0031081081081081,-9.51
2015-12-10 21:00:00,-0.73,-8.15,-6.0,-1.002972972972973,-9.47
2015-12-10 23:00:00,-0.73,-8.16,-6.0,-1.0028378378378378,-9.46
2015-12-11 01:00:00,-0.74,-8.17,-5.99,-1.0027027027027027,-9.47
2015-12-11 03:00:00,-0.73,-8.17,-5.99,-1.0025675675675676,-9.45
2015-12-11 05:00:00,-0.73,-8.15,-6.0,-1.0024324324324325,-9.47
2015-12-11 07:00:00,-0.74,-8.11,-6.02,-1.0022972972972972,-9.5
2015-12-11 09:00:00,-0.74,-8.03,-6.04,-1.0021621621621621,-9.5
2015-12-11 11:00:00,-0.74,-8.03,-6.05,-1.002027027027027,-9.47
2015-12-11 13:00:00,-0.74,-8.08,-6.03,-1.001891891891892,-9.5
2015-12-11 15:00:00,-0.74,-8.1,-6.0,-1.0017567567567567,-9.47
2015-12-11 17:00:00,-0.74,-8.07,-5.98,-1.0016216216216216,-9.44
2015-12-11 19:00:00,-0.74,-8.02,-5.99,-1.0014864864864865,-9.45
2015-12-11 21:00:00,-0.74,-8.03,-6.01,-1.0013513513513514,-9.52
2015-12-11 23:00:00,-0.74,-8.03,-6.02,-1.0012162162162161,-9.47
2015-12-12 01:00:00,-0.74,-8.05,-6.0,-1.001081081081081,-9.45
2015-12-12 03:00:00,-0.74,-8.06,-6.0,-1.000945945945946,-9.46
2015-12-12 05:00:00,-0.74,-8.05,-6.01,-1.000810810810811,-9.4611
2015-12-12 07:00:00,-0.74,-8.02,-6.02,-1.0006756756756756,-9.48
2015-12-12 08:00:00,-0.74,-7.984999999999999,-6.029999999999999,-1.0005405405405405,-9.465
2015-12-12 09:00:00,-0.74,-7.95,-6.04,-1.0004054054054055,-9.45
2015-12-12 11:00:00,-0.74,-7.98,-6.05,-1.0002702702702704,-9.46
2015-12-12 13:00:00,-0.74,-8.09,-6.02,-1.000135135135135,-9.43
2015-12-12 15:00:00,-0.74,-7.97,-5.99,-1.0,-9.44
2015-12-12 17:00:00,-0.74,-7.95,-5.97,-1.002054794520548,-9.41
2015-12-12 19:00:00,-0.74,-7.95,-5.98,-1.0041095890410958,-9.41
2015-12-12 21:00:00,-0.75,-7.96,-6.0,-1.0061643835616438,-9.43
2015-12-12 23:00:00,-0.75,-7.96,-6.0,-1.0082191780821919,-9.45
2015-12-13 01:00:00,-0.75,-8.06,-5.98,-1.0102739726027397,-9.44
2015-12-13 03:00:00,-0.75,-8.11,-5.99,-1.0123287671232877,-9.47
2015-12-13 05:00:00,-0.75,-8.03,-6.0,-1.0143835616438357,-9.42
2015-12-13 07:00:00,-0.75,-8.01,-6.01,-1.0164383561643835,-9.38
2015-12-13 09:00:00,-0.75,-8.02,-6.03,-1.0184931506849315,-9.45
2015-12-13 11:00:00,-0.75,-8.09,-6.04,-1.0205479452054795,-9.45
2015-12-13 13:00:00,-0.75,-8.16,-6.02,-1.0226027397260273,-9.45
2015-12-13 15:00:00,-0.75,-8.12,-5.98,-1.0246575342465754,-9.42
2015-12-13 17:00:00,-0.75,-8.11,-5.97,-1.0267123287671234,-9.41
2015-12-13 19:00:00,-0.75,-8.07,-5.98,-1.0287671232876712,-9.43
2015-12-13 21:00:00,-0.76,-8.08,-5.99,-1.0308219178082192,-9.42
2015-12-13 23:00:00,-0.76,-8.1,-6.0,-1.0328767123287672,-9.44
2015-12-14 01:00:00,-0.76,-8.12,-5.99,-1.034931506849315,-9.44
2015-12-14 03:00:00,-0.76,-8.13,-5.98,-1.036986301369863,-9.43
2015-12-14 05:00:00,-0.76,-8.12,-6.0,-1.0390410958904108,-9.43
2015-12-14 07:00:00,-0.76,-8.08,-6.01,-1.0410958904109588,-9.43
2015-12-14 09:00:00,-0.76,-8.16,-6.03,-1.0431506849315069,-9.45
2015-12-14 11:00:00,-0.76,-8.12,-6.04,-1.0452054794520547,-9.47
2015-12-14 13:00:00,-0.76,-8.13,-6.01,-1.0472602739726027,-9.48
2015-12-14 15:00:00,-0.77,-8.12,-5.99,-1.0493150684931507,-9.42
2015-12-14 17:00:00,-0.77,-8.1,-5.98,-1.0513698630136985,-9.44
2015-12-14 19:00:00,-0.77,-8.04,-5.99,-1.0534246575342465,-9.44
2015-12-14 21:00:00,-0.77,-8.07,-6.0,-1.0554794520547945,-9.49
2015-12-14 23:00:00,-0.78,-8.1,-6.0,-1.0575342465753423,-9.63
2015-12-15 01:00:00,-0.78,-8.15,-5.98,-1.0595890410958904,-9.53
2015-12-15 03:00:00,-0.78,-8.16,-5.97,-1.0616438356164384,-9.54
2015-12-15 05:00:00,-0.78,-8.13,-5.98,-1.0636986301369862,-9.5
2015-12-15 07:00:00,-0.78,-8.09,-6.0,-1.0657534246575342,-9.5
2015-12-15 09:00:00,-0.78,-8.03,-6.01,-1.0678082191780822,-9.47
2015-12-15 11:00:00,-0.78,-8.04,-6.02,-1.06986301369863,-9.53
2015-12-15 13:00:00,-0.79,-8.05,-6.0,-1.071917808219178,-9.62
2015-12-15 15:00:00,-0.78,-8.07,-5.97,-1.073972602739726,-9.61
2015-12-15 17:00:00,-0.79,-8.15,-5.97,-1.0760273972602739,-9.52
2015-12-15 19:00:00,-0.79,-8.1,-5.98,-1.0780821917808219,-9.48
2015-12-15 21:00:00,-0.79,-8.07,-6.0,-1.08013698630137,-9.49
2015-12-15 23:00:00,-0.79,-8.1,-6.0,-1.0821917808219177,-9.57
2015-12-16 01:00:00,-0.79,-8.13,-5.99,-1.0842465753424657,-9.56
2015-12-16 03:00:00,-0.79,-8.13,-5.99,-1.0863013698630137,-9.54
2015-12-16 05:00:00,-0.8,-8.01,-6.0,-1.0883561643835615,-9.51
2015-12-16 07:00:00,-0.8,-7.97,-6.01,-1.0904109589041096,-9.48
2015-12-16 09:00:00,-0.8,-7.95,-6.02,-1.0924657534246576,-9.49
2015-12-16 11:00:00,-0.81,-7.98,-6.03,-1.0945205479452054,-9.53
2015-12-16 13:00:00,-0.81,-8.0,-6.0,-1.0965753424657534,-9.75
2015-12-16 15:00:00,-0.81,-7.98,-5.98,-1.0986301369863014,-9.62
2015-12-16 17:00:00,-0.81,-8.02,-5.97,-1.1006849315068492,-9.64
2015-12-16 19:00:00,-0.82,-7.94,-6.0,-1.1027397260273972,-9.77
2015-12-16 21:00:00,-0.82,-7.91,-6.02,-1.1047945205479452,-9.65
2015-12-16 23:00:00,-0.82,-7.92,-6.03,-1.106849315068493,-9.58
2015-12-17 01:00:00,-0.82,-7.92,-6.03,-1.108904109589041,-9.54
2015-12-17 03:00:00,-0.82,-7.9,-6.03,-1.110958904109589,-9.52
2015-12-17 05:00:00,-0.82,-7.89,-6.03,-1.1130136986301369,-9.49
2015-12-17 07:00:00,-0.82,-7.88,-6.06,-1.115068493150685,-9.47
2015-12-17 09:00:00,-0.83,-7.89,-6.07,-1.117123287671233,-9.48
2015-12-17 11:00:00,-0.83,-7.95,-6.08,-1.1191780821917807,-9.51
2015-12-17 13:00:00,-0.83,-7.95,-6.06,-1.1212328767123287,-9.5
2015-12-17 15:00:00,-0.83,-7.94,-6.02,-1.1232876712328768,-9.46
2015-12-17 17:00:00,-0.83,-7.95,-6.01,-1.1253424657534246,-9.46
2015-12-17 19:00:00,-0.84,-7.95,-6.02,-1.1273972602739726,-9.47
2015-12-17 21:00:00,-0.84,-7.97,-6.03,-1.1294520547945206,-9.45
2015-12-17 23:00:00,-0.84,-8.01,-6.03,-1.1315068493150684,-9.47
2015-12-18 01:00:00,-0.84,-8.04,-6.02,-1.1335616438356164,-9.49
2015-12-18 03:00:00,-0.84,-8.06,-6.02,-1.1356164383561644,-9.55
2015-12-18 05:00:00,-0.84,-8.04,-6.03,-1.1376712328767122,-9.76
2015-12-18 07:00:00,-0.85,-7.97,-6.04,-1.1397260273972603,-9.67
2015-12-18 08:00:00,-0.85,-7.955,-6.05,-1.141780821917808,-9.725
2015-12-18 09:00:00,-0.85,-7.94,-6.06,-1.143835616438356,-9.78
2015-12-18 11:00:00,-0.86,-7.95,-6.07,-1.145890410958904,-9.78
2015-12-18 13:00:00,-0.86,-7.94,-6.04,-1.147945205479452,-9.71
2015-12-18 14:00:00,-0.86,-7.92,-6.025,-1.15,-9.71
2015-12-18 15:00:00,-0.86,-7.9,-6.01,-1.151216216216216,-9.71
2015-12-18 17:00:00,-0.86,-7.9,-6.01,-1.1524324324324324,-9.73
2015-12-18 19:00:00,-0.87,-7.9,-6.02,-1.1536486486486486,-9.62
2015-12-18 21:00:00,-0.87,-7.92,-6.04,-1.1548648648648647,-9.56
2015-12-18 23:00:00,-0.87,-7.93,-6.04,-1.156081081081081,-9.56
2015-12-19 01:00:00,-0.87,-7.97,-6.03,-1.1572972972972972,-9.54
2015-12-19 03:00:00,-0.87,-8.0,-6.03,-1.1585135135135134,-9.53
2015-12-19 05:00:00,-0.87,-7.98,-6.04,-1.1597297297297295,-9.52
2015-12-19 07:00:00,-0.87,-7.96,-6.04,-1.160945945945946,-9.51
2015-12-19 09:00:00,-0.88,-7.94,-6.05,-1.162162162162162,-9.52
2015-12-19 11:00:00,-0.88,-8.01,-6.07,-1.1633783783783782,-9.67
2015-12-19 13:00:00,-0.88,-8.13,-6.05,-1.1645945945945946,-9.58
2015-12-19 15:00:00,-0.88,-8.16,-6.01,-1.1658108108108107,-9.51
2015-12-19 17:00:00,-0.88,-8.12,-6.02,-1.1670270270270269,-9.48
2015-12-19 19:00:00,-0.88,-8.11,-6.03,-1.1682432432432432,-9.48
2015-12-19 21:00:00,-0.88,-8.13,-6.04,-1.1694594594594594,-9.52
2015-12-19 23:00:00,-0.88,-8.16,-6.05,-1.1706756756756755,-9.52
2015-12-20 01:00:00,-0.88,-8.19,-6.03,-1.171891891891892,-9.52
2015-12-20 03:00:00,-0.88,-8.19,-6.04,-1.173108108108108,-9.53
2015-12-20 05:00:00,-0.88,-8.17,-6.05,-1.1743243243243242,-9.52
2015-12-20 07:00:00,-0.88,-8.11,-6.06,-1.1755405405405406,-9.52
2015-12-20 09:00:00,-0.88,-8.12,-6.07,-1.1767567567567567,-9.53
2015-12-20 11:00:00,-0.88,-8.15,-6.08,-1.1779729729729729,-9.56
2015-12-20 13:00:00,-0.88,-8.19,-6.05,-1.179189189189189,-9.53
2015-12-20 15:00:00,-0.88,-8.11,-6.02,-1.1804054054054054,-9.53
2015-12-20 17:00:00,-0.88,-8.07,-6.01,-1.1816216216216215,-9.49
2015-12-20 19:00:00,-0.88,-8.07,-6.02,-1.1828378378378377,-9.49
2015-12-20 21:00:00,-0.88,-8.08,-6.04,-1.184054054054054,-9.51
2015-12-20 23:00:00,-0.89,-8.15,-6.04,-1.1852702702702702,-9.58
2015-12-21 01:00:00,-0.89,-8.17,-6.03,-1.1864864864864864,-9.54
2015-12-21 03:00:00,-0.88,-8.19,-6.03,-1.1877027027027027,-9.52
2015-12-21 05:00:00,-0.88,-8.17,-6.03,-1.1889189189189189,-9.5
2015-12-21 07:00:00,-0.88,-8.11,-6.04,-1.190135135135135,-9.51
2015-12-21 09:00:00,-0.88,-8.1,-6.07,-1.1913513513513514,-9.52
2015-12-21 11:00:00,-0.89,-8.11,-6.07,-1.1925675675675675,-9.63
2015-12-21 13:00:00,-0.89,-8.13,-6.05,-1.1937837837837837,-9.59
2015-12-21 15:00:00,-0.88,-8.06,-6.01,-1.1949999999999998,-9.54
2015-12-21 17:00:00,-0.88,-8.08,-6.01,-1.1962162162162162,-9.49
2015-12-21 19:00:00,-0.88,-8.09,-6.02,-1.1974324324324324,-9.49
2015-12-21 21:00:00,-0.89,-8.09,-6.03,-1.1986486486486485,-9.51
2015-12-21 23:00:00,-0.89,-8.12,-6.03,-1.1998648648648649,-9.56
2015-12-22 01:00:00,-0.89,-8.15,-6.03,-1.201081081081081,-9.53
2015-12-22 03:00:00,-0.89,-8.17,-6.02,-1.2022972972972972,-9.51
2015-12-22 05:00:00,-0.89,-8.15,-6.04,-1.2035135135135135,-9.51
2015-12-22 07:00:00,-0.89,-8.12,-6.05,-1.2047297297297297,-9.53
2015-12-22 09:00:00,-0.89,-8.15,-6.08,-1.2059459459459458,-9.52
2015-12-22 11:00:00,-0.91,-8.17,-6.08,-1.2071621621621622,-9.57
2015-12-22 13:00:00,-0.88,-8.14,-6.05,-1.2083783783783784,-9.55
2015-12-22 15:00:00,-0.88,-8.1,-6.02,-1.2095945945945945,-9.51
2015-12-22 17:00:00,-0.87,-8.09,-6.01,-1.2108108108108109,-9.5
2015-12-22 19:00:00,-0.87,-8.16,-6.02,-1.212027027027027,-9.68
2015-12-22 21:00:00,-0.87,-8.14,-6.05,-1.2132432432432432,-9.78
2015-12-22 23:00:00,-0.87,-8.15,-6.05,-1.2144594594594593,-9.54
2015-12-23 01:00:00,-0.87,-8.17,-6.04,-1.2156756756756757,-9.58
2015-12-23 03:00:00,-0.87,-8.18,-6.04,-1.2168918918918918,-9.78
2015-12-23 05:00:00,-0.87,-8.16,-6.05,-1.218108108108108,-9.66
2015-12-23 07:00:00,-0.86,-8.11,-6.06,-1.2193243243243244,-9.59
2015-12-23 09:00:00,-0.86,-8.09,-6.08,-1.2205405405405405,-9.58
2015-12-23 11:00:00,-0.86,-8.09,-6.09,-1.2217567567567567,-9.57
2015-12-23 13:00:00,-0.86,-8.11,-6.06,-1.222972972972973,-9.57
2015-12-23 15:00:00,-0.86,-8.15,-6.03,-1.2241891891891892,-9.53
2015-12-23 17:00:00,-0.85,-8.16,-6.01,-1.2254054054054053,-9.52
2015-12-23 19:00:00,-0.85,-8.15,-6.01,-1.2266216216216217,-9.61
2015-12-23 21:00:00,-0.85,-8.15,-6.03,-1.2278378378378378,-9.54
2015-12-23 23:00:00,-0.85,-8.17,-6.02,-1.229054054054054,-9.52
2015-12-24 01:00:00,-0.85,-8.2,-6.01,-1.2302702702702701,-9.52
2015-12-24 03:00:00,-0.85,-8.24,-6.01,-1.2314864864864865,-9.5
2015-12-24 05:00:00,-0.85,-8.21,-6.01,-1.2327027027027027,-9.5
2015-12-24 07:00:00,-0.85,-8.16,-6.03,-1.2339189189189188,-9.49
2015-12-24 08:00:00,-0.85,-8.14,-6.04,-1.2351351351351352,-9.495000000000001
2015-12-24 09:00:00,-0.85,-8.12,-6.05,-1.2363513513513513,-9.5
2015-12-24 11:00:00,-0.85,-8.21,-6.06,-1.2375675675675675,-9.54
2015-12-24 13:00:00,-0.85,-8.3,-6.03,-1.2387837837837838,-9.55
2015-12-24 14:00:00,-0.85,-8.27,-6.015000000000001,-1.24,-9.56
2015-12-24 15:00:00,-0.85,-8.24,-6.0,-1.240945945945946,-9.57
2015-12-24 17:00:00,-0.85,-8.22,-6.0,-1.241891891891892,-9.51
2015-12-24 19:00:00,-0.85,-8.19,-6.0,-1.2428378378378377,-9.52
2015-12-24 21:00:00,-0.85,-8.17,-6.02,-1.2437837837837837,-9.5
2015-12-24 23:00:00,-0.86,-8.21,-6.0,-1.2447297297297297,-9.52
2015-12-25 01:00:00,-0.86,-8.23,-5.99,-1.2456756756756757,-9.51
2015-12-25 03:00:00,-0.86,-8.24,-5.98,-1.2466216216216217,-9.54
2015-12-25 05:00:00,-0.86,-8.21,-5.99,-1.2475675675675675,-9.5
2015-12-25 07:00:00,-0.86,-8.18,-6.01,-1.2485135135135135,-9.49
2015-12-25 09:00:00,-0.86,-8.13,-6.03,-1.2494594594594595,-9.49
2015-12-25 11:00:00,-0.86,-8.16,-6.04,-1.2504054054054055,-9.52
2015-12-25 13:00:00,-0.86,-8.16,-6.03,-1.2513513513513514,-9.52
2015-12-25 15:00:00,-0.86,-8.18,-6.01,-1.2522972972972972,-9.5
2015-12-25 17:00:00,-0.86,-8.18,-6.02,-1.2532432432432432,-9.62
2015-12-25 19:00:00,-0.86,-8.18,-6.04,-1.2541891891891892,-9.54
2015-12-25 21:00:00,-0.87,-8.18,-6.07,-1.2551351351351352,-9.57
2015-12-25 23:00:00,-0.86,-8.2,-6.06,-1.2560810810810812,-9.53
2015-12-26 01:00:00,-0.86,-8.23,-6.06,-1.257027027027027,-9.51
2015-12-26 03:00:00,-0.86,-8.22,-6.03,-1.257972972972973,-9.49
2015-12-26 05:00:00,-0.86,-8.22,-6.04,-1.258918918918919,-9.49
2015-12-26 07:00:00,-0.85,-8.19,-6.04,-1.259864864864865,-9.51
2015-12-26 09:00:00,-0.85,-8.15,-6.05,-1.260810810810811,-9.52
2015-12-26 11:00:00,-0.85,-8.19,-6.07,-1.2617567567567567,-9.56
2015-12-26 13:00:00,-0.84,-8.19,-6.04,-1.2627027027027027,-9.52
2015-12-26 15:00:00,-0.84,-8.2,-6.03,-1.2636486486486487,-9.5
2015-12-26 17:00:00,-0.83,-8.21,-6.0,-1.2645945945945947,-9.51
2015-12-26 19:00:00,-0.82,-8.32,-6.01,-1.2655405405405407,-9.67
2015-12-26 21:00:00,-0.82,-8.24,-6.02,-1.2664864864864864,-9.6
2015-12-26 23:00:00,-0.81,-8.24,-6.02,-1.2674324324324324,-9.55
2015-12-27 01:00:00,-0.8,-8.25,-6.02,-1.2683783783783784,-9.53
2015-12-27 03:00:00,-0.79,-8.22,-6.03,-1.2693243243243244,-9.52
2015-12-27 05:00:00,-0.79,-8.18,-6.04,-1.2702702702702704,-9.59
2015-12-27 07:00:00,-0.78,-8.15,-6.05,-1.2712162162162162,-9.55
2015-12-27 09:00:00,-0.78,-8.18,-6.07,-1.2721621621621622,-9.53
2015-12-27 11:00:00,-0.77,-8.16,-6.08,-1.2731081081081081,-9.59
2015-12-27 13:00:00,-0.77,-8.13,-6.04,-1.2740540540540541,-9.65
2015-12-27 15:00:00,-0.76,-8.12,-6.0,-1.275,-9.57
2015-12-27 17:00:00,-0.76,-8.19,-6.01,-1.275945945945946,-9.53
2015-12-27 19:00:00,-0.75,-8.19,-6.01,-1.276891891891892,-9.56
2015-12-27 21:00:00,-0.75,-8.17,-6.03,-1.2778378378378379,-9.54
2015-12-27 23:00:00,-0.75,-8.17,-6.03,-1.2787837837837839,-9.53
2015-12-28 01:00:00,-0.76,-8.19,-6.03,-1.2797297297297296,-9.53
2015-12-28 03:00:00,-0.75,-8.2,-6.03,-1.2806756756756756,-9.53
2015-12-28 05:00:00,-0.75,-8.19,-6.04,-1.2816216216216216,-9.56
2015-12-28 07:00:00,-0.75,-8.16,-6.06,-1.2825675675675676,-9.52
2015-12-28 09:00:00,-0.75,-8.15,-6.07,-1.2835135135135136,-9.53
2015-12-28 11:00:00,-0.76,-8.16,-6.09,-1.2844594594594594,-9.55
2015-12-28 13:00:00,-0.75,-8.2,-6.06,-1.2854054054054054,-9.58
2015-12-28 15:00:00,-0.75,-8.2,-6.03,-1.2863513513513514,-9.53
2015-12-28 17:00:00,-0.75,-8.26,-6.03,-1.2872972972972974,-9.52
2015-12-28 19:00:00,-0.74,-8.34,-6.04,-1.2882432432432434,-9.56
2015-12-28 21:00:00,-0.75,-8.29,-6.05,-1.2891891891891891,-9.53
2015-12-28 23:00:00,-0.75,-8.3,-6.06,-1.2901351351351351,-9.52
2015-12-29 01:00:00,-0.75,-8.3,-6.05,-1.291081081081081,-9.53
2015-12-29 03:00:00,-0.75,-8.31,-6.05,-1.292027027027027,-9.53
2015-12-29 05:00:00,-0.75,-8.28,-6.05,-1.292972972972973,-9.54
2015-12-29 07:00:00,-0.75,-8.26,-6.06,-1.2939189189189189,-9.52
2015-12-29 09:00:00,-0.75,-8.22,-6.07,-1.2948648648648649,-9.53
2015-12-29 11:00:00,-0.75,-8.21,-6.07,-1.2958108108108108,-9.61
2015-12-29 13:00:00,-0.75,-8.23,-6.06,-1.2967567567567568,-9.73
2015-12-29 15:00:00,-0.74,-8.21,-6.05,-1.2977027027027028,-9.5
2015-12-29 17:00:00,-0.74,-8.35,-6.03,-1.2986486486486486,-9.63
2015-12-29 19:00:00,-0.73,-8.32,-6.03,-1.2995945945945946,-9.62
2015-12-29 21:00:00,-0.72,-8.29,-6.05,-1.3005405405405406,-9.77
2015-12-29 23:00:00,-0.71,-8.28,-6.05,-1.3014864864864866,-9.7
2015-12-30 01:00:00,-0.7,-8.22,-6.04,-1.3024324324324326,-9.66
2015-12-30 03:00:00,-0.7,-8.17,-6.03,-1.3033783783783783,-9.54
2015-12-30 05:00:00,-0.69,-8.13,-6.05,-1.3043243243243243,-9.68
2015-12-30 07:00:00,-0.69,-8.1,-6.06,-1.3052702702702703,-9.56
2015-12-30 09:00:00,-0.68,-8.15,-6.08,-1.3062162162162163,-9.74
2015-12-30 10:00:00,-0.675,-8.129999999999999,-6.085,-1.3071621621621623,-9.719999999999999
2015-12-30 11:00:00,-0.67,-8.11,-6.09,-1.308108108108108,-9.7
2015-12-30 13:00:00,-0.67,-8.07,-6.06,-1.309054054054054,-9.51
2015-12-30 15:00:00,-0.66,-8.19,-6.04,-1.31,-9.65
2015-12-30 17:00:00,-0.66,-8.19,-6.04,-1.310609756097561,-9.67
2015-12-30 19:00:00,-0.67,-8.17,-6.05,-1.311219512195122,-9.74
2015-12-30 21:00:00,-0.68,-8.17,-6.06,-1.311829268292683,-9.71
2015-12-30 23:00:00,-0.7,-8.18,-6.06,-1.312439024390244,-9.75
